crime_count,MONTH,HOUR,DAY_OF_WEEK,percent_difference
44,6,8,Saturday,-0.78654964799260648565
56,6,8,Sunday,-0.72833591562695370901
44,6,8,Thursday,-0.78654964799260648565
40,6,8,Tuesday,-0.80595422544782407786
82,6,8,Wednesday,-0.60220616216803935962
66,6,9,Friday,-0.67982447198890972847
31,6,9,Monday,-0.84961452472206366034
25,6,9,Saturday,-0.87872139090489004866
25,6,9,Sunday,-0.87872139090489004866
85,6,9,Thursday,-0.58765272907662616546
99,6,9,Tuesday,-0.51973670798336459271
51,6,9,Wednesday,-0.75259163744597569927
50,6,10,Friday,-0.75744278180978009733
63,6,10,Monday,-0.69437790508032292263
46,6,10,Saturday,-0.77684735926499768954
34,6,10,Sunday,-0.83506109163065046618
77,6,10,Thursday,-0.62646188398706134989
98,6,10,Tuesday,-0.52458785234716899076
84,6,10,Wednesday,-0.59250387344043056351
101,6,11,Friday,-0.51003441925575579660
86,6,11,Monday,-0.58280158471282176740
45,6,11,Saturday,-0.78169850362880208760
9,6,11,Sunday,-0.95633970072576041752
89,6,11,Thursday,-0.56824815162140857324
54,6,11,Tuesday,-0.73803820435456250511
50,6,11,Wednesday,-0.75744278180978009733
95,6,12,Friday,-0.53914128543858218492
187,6,12,Monday,-0.09283600396857756401
155,6,12,Saturday,-0.24807262361031830172
66,6,12,Sunday,-0.67982447198890972847
126,6,12,Thursday,-0.38875581016064584527
73,6,12,Tuesday,-0.64586646144227894210
37,6,12,Wednesday,-0.82050765853923727202
60,6,13,Friday,-0.70893133817173611679
91,6,13,Monday,-0.55854586289379977714
105,6,13,Saturday,-0.49062984180053820439
69,6,13,Sunday,-0.66527103889749653431
44,6,13,Thursday,-0.78654964799260648565
171,6,13,Tuesday,-0.17045431378944793286
141,6,13,Wednesday,-0.31598864470357987447
81,6,14,Friday,-0.60705730653184375767
155,6,14,Monday,-0.24807262361031830172
107,6,14,Saturday,-0.48092755307292940828
171,6,14,Sunday,-0.17045431378944793286
104,6,14,Thursday,-0.49548098616434260244
52,6,14,Tuesday,-0.74774049308217130122
85,6,14,Wednesday,-0.58765272907662616546
106,6,15,Friday,-0.48577869743673380634
108,6,15,Monday,-0.47607640870912501023
71,6,15,Saturday,-0.65556875016988773821
159,6,15,Sunday,-0.22866804615510070950
134,6,15,Thursday,-0.34994665525021066084
127,6,15,Tuesday,-0.38390466579684144721
85,6,15,Wednesday,-0.58765272907662616546
95,6,16,Friday,-0.53914128543858218492
121,6,16,Monday,-0.41301153197966783553
172,6,16,Saturday,-0.16560316942564353481
83,6,16,Sunday,-0.59735501780423496156
97,6,16,Thursday,-0.52943899671097338882
63,6,16,Tuesday,-0.69437790508032292263
72,6,16,Wednesday,-0.65071760580608334015
128,6,17,Friday,-0.37905352143303704916
114,6,17,Monday,-0.44696954252629862191
117,6,17,Saturday,-0.43241610943488542775
122,6,17,Sunday,-0.40816038761586343748
91,6,17,Thursday,-0.55854586289379977714
125,6,17,Tuesday,-0.39360695452445024332
219,6,17,Wednesday,0.06240061567316317370
98,6,18,Friday,-0.52458785234716899076
161,6,18,Monday,-0.21896575742749191340
99,6,18,Saturday,-0.51973670798336459271
130,6,18,Sunday,-0.36935123270542825305
91,6,18,Thursday,-0.55854586289379977714
175,6,18,Tuesday,-0.15104973633423034065
74,6,18,Wednesday,-0.64101531707847454405
73,6,19,Friday,-0.64586646144227894210
201,6,19,Monday,-0.02491998287531599126
90,6,19,Saturday,-0.56339700725760417519
142,6,19,Sunday,-0.31113750033977547641
97,6,19,Thursday,-0.52943899671097338882
164,6,19,Tuesday,-0.20441232433607871924
66,6,19,Wednesday,-0.67982447198890972847
197,6,20,Friday,-0.04432456033053358347
121,6,20,Monday,-0.41301153197966783553
99,6,20,Saturday,-0.51973670798336459271
90,6,20,Sunday,-0.56339700725760417519
140,6,20,Thursday,-0.32083978906738427252
130,6,20,Tuesday,-0.36935123270542825305
142,6,20,Wednesday,-0.31113750033977547641
177,6,21,Friday,-0.14134744760662154454
135,6,21,Monday,-0.34509551088640626279
117,6,21,Saturday,-0.43241610943488542775
144,6,21,Sunday,-0.30143521161216668030
58,6,21,Thursday,-0.71863362689934491290
193,6,21,Tuesday,-0.06372913778575117569
211,6,21,Wednesday,0.02359146076272798928
148,6,22,Friday,-0.28203063415694908809
152,6,22,Monday,-0.26262605670173149588
140,6,22,Saturday,-0.32083978906738427252
149,6,22,Sunday,-0.27717948979314469004
92,6,22,Thursday,-0.55369471852999537908
91,6,22,Tuesday,-0.55854586289379977714
162,6,22,Wednesday,-0.21411461306368751534
134,6,23,Friday,-0.34994665525021066084
152,6,23,Monday,-0.26262605670173149588
124,6,23,Saturday,-0.39845809888825464137
92,6,23,Sunday,-0.55369471852999537908
117,6,23,Thursday,-0.43241610943488542775
86,6,23,Tuesday,-0.58280158471282176740
106,6,23,Wednesday,-0.48577869743673380634
197,7,0,Friday,-0.04432456033053358347
154,7,0,Monday,-0.25292376797412269977
172,7,0,Saturday,-0.16560316942564353481
105,7,0,Sunday,-0.49062984180053820439
94,7,0,Thursday,-0.54399242980238658298
140,7,0,Tuesday,-0.32083978906738427252
212,7,0,Wednesday,0.02844260512653238733
162,7,1,Friday,-0.21411461306368751534
172,7,1,Monday,-0.16560316942564353481
100,7,1,Saturday,-0.51488556361956019466
268,7,1,Sunday,0.30010668949957867832
104,7,1,Thursday,-0.49548098616434260244
100,7,1,Tuesday,-0.51488556361956019466
107,7,1,Wednesday,-0.48092755307292940828
86,7,2,Friday,-0.58280158471282176740
39,7,2,Monday,-0.81080536981162847592
223,7,2,Saturday,0.08180519312838076592
179,7,2,Sunday,-0.13164515887901274843
81,7,2,Thursday,-0.60705730653184375767
46,7,2,Tuesday,-0.77684735926499768954
34,7,2,Wednesday,-0.83506109163065046618
72,7,3,Friday,-0.65071760580608334015
7,7,3,Monday,-0.96604198945336921363
51,7,3,Saturday,-0.75259163744597569927
82,7,3,Sunday,-0.60220616216803935962
59,7,3,Thursday,-0.71378248253554051485
21,7,3,Tuesday,-0.89812596836010764088
57,7,3,Wednesday,-0.72348477126314931095
6,7,4,Friday,-0.97089313381717361168
24,7,4,Monday,-0.88357253526869444672
24,7,4,Saturday,-0.88357253526869444672
64,7,4,Sunday,-0.68952676071651852458
40,7,4,Thursday,-0.80595422544782407786
23,7,4,Tuesday,-0.88842367963249884477
18,7,4,Wednesday,-0.91267940145152083504
18,7,5,Friday,-0.91267940145152083504
20,7,5,Monday,-0.90297711272391203893
19,7,5,Saturday,-0.90782825708771643698
57,7,5,Sunday,-0.72348477126314931095
20,7,5,Thursday,-0.90297711272391203893
4,7,5,Tuesday,-0.98059542254478240779
9,7,5,Wednesday,-0.95633970072576041752
52,7,6,Friday,-0.74774049308217130122
21,7,6,Monday,-0.89812596836010764088
23,7,6,Saturday,-0.88842367963249884477
36,7,6,Sunday,-0.82535880290304167008
22,7,6,Thursday,-0.89327482399630324282
37,7,6,Tuesday,-0.82050765853923727202
20,7,6,Wednesday,-0.90297711272391203893
73,7,7,Friday,-0.64586646144227894210
59,7,7,Monday,-0.71378248253554051485
70,7,7,Saturday,-0.66041989453369213626
41,7,7,Sunday,-0.80110308108401967981
59,7,7,Thursday,-0.71378248253554051485
60,7,7,Tuesday,-0.70893133817173611679
23,7,7,Wednesday,-0.88842367963249884477
85,7,8,Friday,-0.58765272907662616546
29,7,8,Monday,-0.85931681344967245645
43,7,8,Saturday,-0.79140079235641088370
72,7,8,Sunday,-0.65071760580608334015
10,7,8,Thursday,-0.95148855636195601947
48,7,8,Tuesday,-0.76714507053738889343
115,7,8,Wednesday,-0.44211839816249422385
85,7,9,Friday,-0.58765272907662616546
44,7,9,Monday,-0.78654964799260648565
48,7,9,Saturday,-0.76714507053738889343
31,7,9,Sunday,-0.84961452472206366034
41,7,9,Thursday,-0.80110308108401967981
33,7,9,Tuesday,-0.83991223599445486424
60,7,9,Wednesday,-0.70893133817173611679
51,7,10,Friday,-0.75259163744597569927
69,7,10,Monday,-0.66527103889749653431
34,7,10,Saturday,-0.83506109163065046618
20,7,10,Sunday,-0.90297711272391203893
103,7,10,Thursday,-0.50033213052814700050
101,7,10,Tuesday,-0.51003441925575579660
61,7,10,Wednesday,-0.70408019380793171874
74,7,11,Friday,-0.64101531707847454405
115,7,11,Monday,-0.44211839816249422385
126,7,11,Saturday,-0.38875581016064584527
117,7,11,Sunday,-0.43241610943488542775
125,7,11,Thursday,-0.39360695452445024332
138,7,11,Tuesday,-0.33054207779499306863
75,7,11,Wednesday,-0.63616417271467014599
125,7,12,Friday,-0.39360695452445024332
156,7,12,Monday,-0.24322147924651390366
117,7,12,Saturday,-0.43241610943488542775
84,7,12,Sunday,-0.59250387344043056351
74,7,12,Thursday,-0.64101531707847454405
60,7,12,Tuesday,-0.70893133817173611679
79,7,12,Wednesday,-0.61675959525945255378
120,7,13,Friday,-0.41786267634347223359
83,7,13,Monday,-0.59735501780423496156
123,7,13,Saturday,-0.40330924325205903943
68,7,13,Sunday,-0.67012218326130093237
67,7,13,Thursday,-0.67497332762510533042
73,7,13,Tuesday,-0.64586646144227894210
150,7,13,Wednesday,-0.27232834542934029198
102,7,14,Friday,-0.50518327489195139855
88,7,14,Monday,-0.57309929598521297130
91,7,14,Saturday,-0.55854586289379977714
80,7,14,Sunday,-0.61190845089564815572
118,7,14,Thursday,-0.42756496507108102969
157,7,14,Tuesday,-0.23837033488270950561
86,7,14,Wednesday,-0.58280158471282176740
191,7,15,Friday,-0.07343142651335997179
130,7,15,Monday,-0.36935123270542825305
165,7,15,Saturday,-0.19956117997227432118
124,7,15,Sunday,-0.39845809888825464137
128,7,15,Thursday,-0.37905352143303704916
93,7,15,Tuesday,-0.54884357416619098103
165,7,15,Wednesday,-0.19956117997227432118
191,7,16,Friday,-0.07343142651335997179
77,7,16,Monday,-0.62646188398706134989
92,7,16,Saturday,-0.55369471852999537908
155,7,16,Sunday,-0.24807262361031830172
165,7,16,Thursday,-0.19956117997227432118
65,7,16,Tuesday,-0.68467561635271412653
196,7,16,Wednesday,-0.04917570469433798153
134,7,17,Friday,-0.34994665525021066084
84,7,17,Monday,-0.59250387344043056351
89,7,17,Saturday,-0.56824815162140857324
124,7,17,Sunday,-0.39845809888825464137
64,7,17,Thursday,-0.68952676071651852458
120,7,17,Tuesday,-0.41786267634347223359
135,7,17,Wednesday,-0.34509551088640626279
149,7,18,Friday,-0.27717948979314469004
150,7,18,Monday,-0.27232834542934029198
97,7,18,Saturday,-0.52943899671097338882
149,7,18,Sunday,-0.27717948979314469004
144,7,18,Thursday,-0.30143521161216668030
97,7,18,Tuesday,-0.52943899671097338882
133,7,18,Wednesday,-0.35479779961401505889
158,7,19,Friday,-0.23351919051890510756
151,7,19,Monday,-0.26747720106553589393
75,7,19,Saturday,-0.63616417271467014599
121,7,19,Sunday,-0.41301153197966783553
127,7,19,Thursday,-0.38390466579684144721
111,7,19,Tuesday,-0.46152297561771181607
134,7,19,Wednesday,-0.34994665525021066084
140,7,20,Friday,-0.32083978906738427252
150,7,20,Monday,-0.27232834542934029198
218,7,20,Saturday,0.05754947130935877565
130,7,20,Sunday,-0.36935123270542825305
134,7,20,Thursday,-0.34994665525021066084
178,7,20,Tuesday,-0.13649630324281714649
158,7,20,Wednesday,-0.23351919051890510756
140,7,21,Friday,-0.32083978906738427252
180,7,21,Monday,-0.12679401451520835038
134,7,21,Saturday,-0.34994665525021066084
100,7,21,Sunday,-0.51488556361956019466
258,7,21,Thursday,0.25159524586153469779
166,7,21,Tuesday,-0.19471003560846992313
162,7,21,Wednesday,-0.21411461306368751534
165,7,22,Friday,-0.19956117997227432118
38,7,22,Monday,-0.81565651417543287397
186,7,22,Saturday,-0.09768714833238196206
162,7,22,Sunday,-0.21411461306368751534
87,7,22,Thursday,-0.57795044034901736935
63,7,22,Tuesday,-0.69437790508032292263
129,7,22,Wednesday,-0.37420237706923265111
245,7,23,Friday,0.18853036913207752309
115,7,23,Monday,-0.44211839816249422385
149,7,23,Saturday,-0.27717948979314469004
166,7,23,Sunday,-0.19471003560846992313
146,7,23,Thursday,-0.29173292288455788420
76,7,23,Tuesday,-0.63131302835086574794
112,7,23,Wednesday,-0.45667183125390741801
249,8,0,Friday,0.20793494658729511531
128,8,0,Monday,-0.37905352143303704916
221,8,0,Saturday,0.07210290440077196981
347,8,0,Sunday,0.68334709424012612454
153,8,0,Thursday,-0.25777491233792709782
122,8,0,Tuesday,-0.40816038761586343748
164,8,0,Wednesday,-0.20441232433607871924
54,8,1,Friday,-0.73803820435456250511
44,8,1,Monday,-0.78654964799260648565
181,8,1,Saturday,-0.12194287015140395233
175,8,1,Sunday,-0.15104973633423034065
44,8,1,Thursday,-0.78654964799260648565
81,8,1,Tuesday,-0.60705730653184375767
65,8,1,Wednesday,-0.68467561635271412653
87,8,2,Friday,-0.57795044034901736935
142,8,2,Monday,-0.31113750033977547641
76,8,2,Saturday,-0.63131302835086574794
147,8,2,Sunday,-0.28688177852075348614
79,8,2,Thursday,-0.61675959525945255378
60,8,2,Tuesday,-0.70893133817173611679
98,8,2,Wednesday,-0.52458785234716899076
43,8,3,Friday,-0.79140079235641088370
20,8,3,Monday,-0.90297711272391203893
136,8,3,Saturday,-0.34024436652260186473
64,8,3,Sunday,-0.68952676071651852458
23,8,3,Thursday,-0.88842367963249884477
40,8,3,Tuesday,-0.80595422544782407786
25,8,3,Wednesday,-0.87872139090489004866
23,8,4,Friday,-0.88842367963249884477
4,8,4,Monday,-0.98059542254478240779
60,8,4,Saturday,-0.70893133817173611679
117,8,4,Sunday,-0.43241610943488542775
4,8,4,Thursday,-0.98059542254478240779
42,8,4,Tuesday,-0.79625193672021528176
22,8,4,Wednesday,-0.89327482399630324282
24,8,5,Friday,-0.88357253526869444672
5,8,5,Monday,-0.97574427818097800973
78,8,5,Saturday,-0.62161073962325695183
41,8,5,Sunday,-0.80110308108401967981
22,8,5,Thursday,-0.89327482399630324282
19,8,5,Tuesday,-0.90782825708771643698
18,8,5,Wednesday,-0.91267940145152083504
25,8,6,Friday,-0.87872139090489004866
22,8,6,Monday,-0.89327482399630324282
4,8,6,Saturday,-0.98059542254478240779
55,8,6,Sunday,-0.73318705999075810706
42,8,6,Thursday,-0.79625193672021528176
4,8,6,Tuesday,-0.98059542254478240779
7,8,6,Wednesday,-0.96604198945336921363
61,8,7,Friday,-0.70408019380793171874
40,8,7,Monday,-0.80595422544782407786
39,8,7,Saturday,-0.81080536981162847592
39,8,7,Sunday,-0.81080536981162847592
26,8,7,Thursday,-0.87387024654108565061
40,8,7,Tuesday,-0.80595422544782407786
13,8,7,Wednesday,-0.93693512327054282531
23,8,8,Friday,-0.88842367963249884477
38,8,8,Monday,-0.81565651417543287397
76,8,8,Saturday,-0.63131302835086574794
41,8,8,Sunday,-0.80110308108401967981
35,8,8,Thursday,-0.83020994726684606813
98,8,8,Tuesday,-0.52458785234716899076
47,8,8,Wednesday,-0.77199621490119329149
75,8,9,Friday,-0.63616417271467014599
81,8,9,Monday,-0.60705730653184375767
92,8,9,Saturday,-0.55369471852999537908
46,8,9,Sunday,-0.77684735926499768954
65,8,9,Thursday,-0.68467561635271412653
119,8,9,Tuesday,-0.42271382070727663164
64,8,9,Wednesday,-0.68952676071651852458
102,8,10,Friday,-0.50518327489195139855
116,8,10,Monday,-0.43726725379868982580
119,8,10,Saturday,-0.42271382070727663164
94,8,10,Sunday,-0.54399242980238658298
99,8,10,Thursday,-0.51973670798336459271
66,8,10,Tuesday,-0.67982447198890972847
18,8,10,Wednesday,-0.91267940145152083504
64,8,11,Friday,-0.68952676071651852458
96,8,11,Monday,-0.53429014107477778687
204,8,11,Saturday,-0.01036654978390279710
114,8,11,Sunday,-0.44696954252629862191
122,8,11,Thursday,-0.40816038761586343748
86,8,11,Tuesday,-0.58280158471282176740
57,8,11,Wednesday,-0.72348477126314931095
92,8,12,Friday,-0.55369471852999537908
108,8,12,Monday,-0.47607640870912501023
143,8,12,Saturday,-0.30628635597597107836
132,8,12,Sunday,-0.35964894397781945695
87,8,12,Thursday,-0.57795044034901736935
51,8,12,Tuesday,-0.75259163744597569927
64,8,12,Wednesday,-0.68952676071651852458
142,8,13,Friday,-0.31113750033977547641
157,8,13,Monday,-0.23837033488270950561
60,8,13,Saturday,-0.70893133817173611679
71,8,13,Sunday,-0.65556875016988773821
84,8,13,Thursday,-0.59250387344043056351
129,8,13,Tuesday,-0.37420237706923265111
127,8,13,Wednesday,-0.38390466579684144721
105,8,14,Friday,-0.49062984180053820439
45,8,14,Monday,-0.78169850362880208760
109,8,14,Saturday,-0.47122526434532061218
69,8,14,Sunday,-0.66527103889749653431
105,8,14,Thursday,-0.49062984180053820439
53,8,14,Tuesday,-0.74288934871836690317
246,8,14,Wednesday,0.19338151349588192115
46,8,15,Friday,-0.77684735926499768954
169,8,15,Monday,-0.18015660251705672897
121,8,15,Saturday,-0.41301153197966783553
119,8,15,Sunday,-0.42271382070727663164
89,8,15,Thursday,-0.56824815162140857324
88,8,15,Tuesday,-0.57309929598521297130
56,8,15,Wednesday,-0.72833591562695370901
133,8,16,Friday,-0.35479779961401505889
107,8,16,Monday,-0.48092755307292940828
131,8,16,Saturday,-0.36450008834162385500
210,8,16,Sunday,0.01874031639892359122
109,8,16,Thursday,-0.47122526434532061218
113,8,16,Tuesday,-0.45182068689010301996
112,8,16,Wednesday,-0.45667183125390741801
126,8,17,Friday,-0.38875581016064584527
112,8,17,Monday,-0.45667183125390741801
133,8,17,Saturday,-0.35479779961401505889
131,8,17,Sunday,-0.36450008834162385500
131,8,17,Thursday,-0.36450008834162385500
135,8,17,Tuesday,-0.34509551088640626279
210,8,17,Wednesday,0.01874031639892359122
163,8,18,Friday,-0.20926346869988311729
84,8,18,Monday,-0.59250387344043056351
149,8,18,Saturday,-0.27717948979314469004
180,8,18,Sunday,-0.12679401451520835038
97,8,18,Thursday,-0.52943899671097338882
65,8,18,Tuesday,-0.68467561635271412653
101,8,18,Wednesday,-0.51003441925575579660
112,8,19,Friday,-0.45667183125390741801
158,8,19,Monday,-0.23351919051890510756
130,8,19,Saturday,-0.36935123270542825305
198,8,19,Sunday,-0.03947341596672918542
150,8,19,Thursday,-0.27232834542934029198
143,8,19,Tuesday,-0.30628635597597107836
130,8,19,Wednesday,-0.36935123270542825305
91,8,20,Friday,-0.55854586289379977714
125,8,20,Monday,-0.39360695452445024332
196,8,20,Saturday,-0.04917570469433798153
231,8,20,Sunday,0.12061434803881595034
46,8,20,Thursday,-0.77684735926499768954
140,8,20,Tuesday,-0.32083978906738427252
135,8,20,Wednesday,-0.34509551088640626279
115,8,21,Friday,-0.44211839816249422385
186,8,21,Monday,-0.09768714833238196206
131,8,21,Saturday,-0.36450008834162385500
284,8,21,Sunday,0.37772499932044904718
96,8,21,Thursday,-0.53429014107477778687
91,8,21,Tuesday,-0.55854586289379977714
126,8,21,Wednesday,-0.38875581016064584527
174,8,22,Friday,-0.15590088069803473870
126,8,22,Monday,-0.38875581016064584527
149,8,22,Saturday,-0.27717948979314469004
156,8,22,Sunday,-0.24322147924651390366
115,8,22,Thursday,-0.44211839816249422385
181,8,22,Tuesday,-0.12194287015140395233
57,8,22,Wednesday,-0.72348477126314931095
96,8,23,Friday,-0.53429014107477778687
85,8,23,Monday,-0.58765272907662616546
185,8,23,Saturday,-0.10253829269618636011
72,8,23,Sunday,-0.65071760580608334015
142,8,23,Thursday,-0.31113750033977547641
90,8,23,Tuesday,-0.56339700725760417519
76,8,23,Wednesday,-0.63131302835086574794
58,9,0,Friday,-0.71863362689934491290
141,9,0,Monday,-0.31598864470357987447
203,9,0,Saturday,-0.01521769414770719515
230,9,0,Sunday,0.11576320367501155229
98,9,0,Thursday,-0.52458785234716899076
101,9,0,Tuesday,-0.51003441925575579660
205,9,0,Wednesday,-0.00551540542009839905
36,9,1,Friday,-0.82535880290304167008
71,9,1,Monday,-0.65556875016988773821
137,9,1,Saturday,-0.33539322215879746668
174,9,1,Sunday,-0.15590088069803473870
11,9,1,Thursday,-0.94663741199815162141
9,9,1,Tuesday,-0.95633970072576041752
110,9,1,Wednesday,-0.46637411998151621412
25,9,2,Friday,-0.87872139090489004866
13,9,2,Monday,-0.93693512327054282531
161,9,2,Saturday,-0.21896575742749191340
128,9,2,Sunday,-0.37905352143303704916
44,9,2,Thursday,-0.78654964799260648565
75,9,2,Tuesday,-0.63616417271467014599
26,9,2,Wednesday,-0.87387024654108565061
57,9,3,Friday,-0.72348477126314931095
55,9,3,Monday,-0.73318705999075810706
41,9,3,Saturday,-0.80110308108401967981
69,9,3,Sunday,-0.66527103889749653431
39,9,3,Thursday,-0.81080536981162847592
2,9,3,Tuesday,-0.99029771127239120389
22,9,3,Wednesday,-0.89327482399630324282
3,9,4,Friday,-0.98544656690858680584
3,9,4,Monday,-0.98544656690858680584
15,9,4,Saturday,-0.92723283454293402920
41,9,4,Sunday,-0.80110308108401967981
21,9,4,Thursday,-0.89812596836010764088
18,9,4,Tuesday,-0.91267940145152083504
69,9,4,Wednesday,-0.66527103889749653431
4,9,5,Friday,-0.98059542254478240779
20,9,5,Monday,-0.90297711272391203893
25,9,5,Saturday,-0.87872139090489004866
58,9,5,Sunday,-0.71863362689934491290
20,9,5,Thursday,-0.90297711272391203893
70,9,5,Tuesday,-0.66041989453369213626
3,9,5,Wednesday,-0.98544656690858680584
39,9,6,Friday,-0.81080536981162847592
42,9,6,Monday,-0.79625193672021528176
74,9,6,Saturday,-0.64101531707847454405
54,9,6,Sunday,-0.73803820435456250511
8,9,6,Thursday,-0.96119084508956481557
40,9,6,Tuesday,-0.80595422544782407786
6,9,6,Wednesday,-0.97089313381717361168
45,9,7,Friday,-0.78169850362880208760
24,9,7,Monday,-0.88357253526869444672
38,9,7,Saturday,-0.81565651417543287397
23,9,7,Sunday,-0.88842367963249884477
45,9,7,Thursday,-0.78169850362880208760
8,9,7,Tuesday,-0.96119084508956481557
80,9,7,Wednesday,-0.61190845089564815572
47,9,8,Friday,-0.77199621490119329149
63,9,8,Monday,-0.69437790508032292263
94,9,8,Saturday,-0.54399242980238658298
24,9,8,Sunday,-0.88357253526869444672
66,9,8,Thursday,-0.67982447198890972847
126,9,8,Tuesday,-0.38875581016064584527
32,9,8,Wednesday,-0.84476338035825926229
65,9,9,Friday,-0.68467561635271412653
68,9,9,Monday,-0.67012218326130093237
38,9,9,Saturday,-0.81565651417543287397
28,9,9,Sunday,-0.86416795781347685450
86,9,9,Thursday,-0.58280158471282176740
67,9,9,Tuesday,-0.67497332762510533042
92,9,9,Wednesday,-0.55369471852999537908
92,9,10,Friday,-0.55369471852999537908
112,9,10,Monday,-0.45667183125390741801
98,9,10,Saturday,-0.52458785234716899076
50,9,10,Sunday,-0.75744278180978009733
52,9,10,Thursday,-0.74774049308217130122
122,9,10,Tuesday,-0.40816038761586343748
43,9,10,Wednesday,-0.79140079235641088370
116,9,11,Friday,-0.43726725379868982580
83,9,11,Monday,-0.59735501780423496156
39,9,11,Saturday,-0.81080536981162847592
87,9,11,Sunday,-0.57795044034901736935
25,9,11,Thursday,-0.87872139090489004866
85,9,11,Tuesday,-0.58765272907662616546
102,9,11,Wednesday,-0.50518327489195139855
60,9,12,Friday,-0.70893133817173611679
58,9,12,Monday,-0.71863362689934491290
52,9,12,Saturday,-0.74774049308217130122
98,9,12,Sunday,-0.52458785234716899076
138,9,12,Thursday,-0.33054207779499306863
123,9,12,Tuesday,-0.40330924325205903943
54,9,12,Wednesday,-0.73803820435456250511
81,9,13,Friday,-0.60705730653184375767
163,9,13,Monday,-0.20926346869988311729
70,9,13,Saturday,-0.66041989453369213626
142,9,13,Sunday,-0.31113750033977547641
94,9,13,Thursday,-0.54399242980238658298
136,9,13,Tuesday,-0.34024436652260186473
133,9,13,Wednesday,-0.35479779961401505889
61,9,14,Friday,-0.70408019380793171874
102,9,14,Monday,-0.50518327489195139855
128,9,14,Saturday,-0.37905352143303704916
182,9,14,Sunday,-0.11709172578759955427
102,9,14,Thursday,-0.50518327489195139855
100,9,14,Tuesday,-0.51488556361956019466
80,9,14,Wednesday,-0.61190845089564815572
71,9,15,Friday,-0.65556875016988773821
127,9,15,Monday,-0.38390466579684144721
110,9,15,Saturday,-0.46637411998151621412
105,9,15,Sunday,-0.49062984180053820439
124,9,15,Thursday,-0.39845809888825464137
105,9,15,Tuesday,-0.49062984180053820439
133,9,15,Wednesday,-0.35479779961401505889
119,9,16,Friday,-0.42271382070727663164
169,9,16,Monday,-0.18015660251705672897
154,9,16,Saturday,-0.25292376797412269977
152,9,16,Sunday,-0.26262605670173149588
126,9,16,Thursday,-0.38875581016064584527
82,9,16,Tuesday,-0.60220616216803935962
120,9,16,Wednesday,-0.41786267634347223359
97,9,17,Friday,-0.52943899671097338882
97,9,17,Monday,-0.52943899671097338882
112,9,17,Saturday,-0.45667183125390741801
141,9,17,Sunday,-0.31598864470357987447
49,9,17,Thursday,-0.76229392617358449538
207,9,17,Tuesday,0.00418688330751039706
255,9,17,Wednesday,0.23704181277012150363
83,9,18,Friday,-0.59735501780423496156
154,9,18,Monday,-0.25292376797412269977
176,9,18,Saturday,-0.14619859197042594259
149,9,18,Sunday,-0.27717948979314469004
109,9,18,Thursday,-0.47122526434532061218
154,9,18,Tuesday,-0.25292376797412269977
80,9,18,Wednesday,-0.61190845089564815572
126,9,19,Friday,-0.38875581016064584527
112,9,19,Monday,-0.45667183125390741801
292,9,19,Saturday,0.41653415423088423160
109,9,19,Sunday,-0.47122526434532061218
132,9,19,Thursday,-0.35964894397781945695
198,9,19,Tuesday,-0.03947341596672918542
156,9,19,Wednesday,-0.24322147924651390366
128,9,20,Friday,-0.37905352143303704916
208,9,20,Monday,0.00903802767131479512
183,9,20,Saturday,-0.11224058142379515622
146,9,20,Sunday,-0.29173292288455788420
90,9,20,Thursday,-0.56339700725760417519
158,9,20,Tuesday,-0.23351919051890510756
250,9,20,Wednesday,0.21278609095109951336
147,9,21,Friday,-0.28688177852075348614
92,9,21,Monday,-0.55369471852999537908
224,9,21,Saturday,0.08665633749218516397
110,9,21,Sunday,-0.46637411998151621412
182,9,21,Thursday,-0.11709172578759955427
89,9,21,Tuesday,-0.56824815162140857324
105,9,21,Wednesday,-0.49062984180053820439
103,9,22,Friday,-0.50033213052814700050
88,9,22,Monday,-0.57309929598521297130
181,9,22,Saturday,-0.12194287015140395233
70,9,22,Sunday,-0.66041989453369213626
86,9,22,Thursday,-0.58280158471282176740
68,9,22,Tuesday,-0.67012218326130093237
181,9,22,Wednesday,-0.12194287015140395233
111,9,23,Friday,-0.46152297561771181607
98,9,23,Monday,-0.52458785234716899076
59,9,23,Saturday,-0.71378248253554051485
118,9,23,Sunday,-0.42756496507108102969
155,9,23,Thursday,-0.24807262361031830172
86,9,23,Tuesday,-0.58280158471282176740
82,9,23,Wednesday,-0.60220616216803935962
278,10,0,Friday,0.34861813313762265886
268,10,0,Monday,0.30010668949957867832
411,10,0,Saturday,0.99382033352360759996
464,10,0,Sunday,1.2509309848052407
337,10,0,Thursday,0.63483565060208214401
177,10,0,Tuesday,-0.14134744760662154454
247,10,0,Wednesday,0.19823265785968631920
188,10,1,Friday,-0.08798485960477316595
113,10,1,Monday,-0.45182068689010301996
362,10,1,Saturday,0.75611425969719209534
270,10,1,Sunday,0.30980897822718747443
74,10,1,Thursday,-0.64101531707847454405
47,10,1,Tuesday,-0.77199621490119329149
126,10,1,Wednesday,-0.38875581016064584527
84,10,2,Friday,-0.59250387344043056351
45,10,2,Monday,-0.78169850362880208760
168,10,2,Saturday,-0.18500774688086112702
309,10,2,Sunday,0.49900360841555899851
145,10,2,Thursday,-0.29658406724836228225
140,10,2,Tuesday,-0.32083978906738427252
131,10,2,Wednesday,-0.36450008834162385500
106,10,3,Friday,-0.48577869743673380634
